"","store_id","n","avg","hour2_p","hour6_p","hour10_p","hour14_p","hour18_p","hour22_p"
"118",120,2806,100.833214540271,5.59515324305061,11.5466856735567,38.56022808268,15.0748396293656,15.8945117605132,8.94511760513186
"119",121,2550,506.805098039216,0,0,16.7843137254902,9.13725490196078,66.9411764705882,0.235294117647059
"120",122,18,1674.16666666667,0,0,16.6666666666667,27.7777777777778,33.3333333333333,11.1111111111111
"121",123,5742,102.264541971439,0,2.07244862417276,36.6248693834901,21.4385231626611,39.3939393939394,0
"122",124,181,1201.99447513812,0,0,3.31491712707182,56.9060773480663,38.121546961326,0
"123",125,36,519.583333333333,0,5.55555555555556,16.6666666666667,75,2.77777777777778,0
"124",126,16436,52.4044171331224,0.030421027013872,0,23.4789486493064,30.1594061815527,39.07885130202,2.31808225845705
"125",127,118,200.466101694915,0,0,16.1016949152542,7.6271186440678,76.271186440678,0
"126",128,34,1656.61764705882,0,0,2.94117647058824,17.6470588235294,47.0588235294118,8.82352941176471
"127",129,788,418.558375634518,0,0,22.0812182741117,10.9137055837563,62.9441624365482,0.380710659898477
"128",130,35,762.857142857143,5.71428571428571,0,0,0,11.4285714285714,48.5714285714286
"129",131,479,299.82254697286,0,0,1.46137787056367,3.54906054279749,77.6617954070981,6.88935281837161
"130",132,198,222.040404040404,10.6060606060606,0,0,0,22.2222222222222,50.5050505050505
"131",133,48,307.708333333333,0,0,22.9166666666667,39.5833333333333,35.4166666666667,2.08333333333333
"132",134,7985,21.4973074514715,10.3944896681277,6.2867877269881,13.5754539762054,21.4026299311208,27.8021289918597,14.5021916092674
"133",135,571,225.423817863398,0,0,0.525394045534151,7.88091068301226,78.6339754816112,4.72854640980736
"134",136,13,532.538461538462,0,0,7.69230769230769,38.4615384615385,46.1538461538462,0
"135",137,1837,97.2302667392488,4.24605334784976,0,6.47795318454001,16.7120304844856,34.2950462710942,27.7626565051715
"136",138,1747,459.618775042931,0,0,21.3508872352604,38.0080137378363,36.9204350314825,0
"137",139,1103,659.521305530372,34.8141432456936,0.0906618313689937,0,0.0906618313689937,7.34360834088849,42.792384406165
"138",140,3344,119.301136363636,0,0,0,8.88157894736842,65.3409090909091,9.44976076555024
"139",141,167,463.443113772455,0,0,33.5329341317365,58.0838323353293,5.98802395209581,0
"140",142,387,1745.71059431525,0,0,12.9198966408269,26.8733850129199,50.6459948320413,0
"141",143,483,384.314699792961,0,0,28.1573498964803,36.8530020703934,34.1614906832298,0
"142",144,2135,113.414051522248,0,1.07728337236534,29.7423887587822,46.2295081967213,22.3419203747073,0
"143",145,181,279.944751381215,0,0,33.7016574585635,41.4364640883978,22.0994475138122,0
"144",146,181,323.939226519337,0.552486187845304,0,0.552486187845304,3.86740331491713,64.0883977900553,7.73480662983425
"145",147,116,180.689655172414,0,0.862068965517241,55.1724137931034,11.2068965517241,30.1724137931034,1.72413793103448
"146",148,3820,20.3125654450262,8.37696335078534,3.21989528795812,7.67015706806283,22.2774869109948,32.17277486911,17.6178010471204
"147",149,229,1300.65065502183,0,6.11353711790393,20.5240174672489,54.585152838428,15.7205240174673,0
"148",150,367,52.8147138964578,0,0,31.0626702997275,62.3978201634877,4.90463215258856,0
"149",151,104,690.673076923077,0,0,17.3076923076923,20.1923076923077,56.7307692307692,0.961538461538462
"150",152,3,5500,0,33.3333333333333,66.6666666666667,0,0,0
"151",153,560,153.032142857143,21.0714285714286,0,0.178571428571429,0.357142857142857,9.64285714285714,57.1428571428571
"152",154,81,1612.96296296296,0,1.23456790123457,11.1111111111111,51.8518518518518,33.3333333333333,0
"153",155,916,990.458515283843,0,0.764192139737991,26.9650655021834,45.1965065502183,21.943231441048,0
"154",156,494,105.184210526316,0.809716599190283,0,47.3684210526316,9.10931174089069,30.7692307692308,5.66801619433198
"155",157,24,850.416666666667,0,0,29.1666666666667,50,20.8333333333333,0
"156",158,570,166.501754385965,0,0,27.3684210526316,41.7543859649123,30,0
"157",159,4,825,0,0,25,25,50,0
"158",160,2747,107.264652348016,0,0,17.2551874772479,38.4055333090644,38.5147433563888,0.618856934838005
"159",161,27170,192.715311004785,1.54582259845418,19.9852778800147,22.5027603974972,22.0169304379831,13.1394920868605,1.3986013986014
"160",162,1117,58.5819158460161,0.0895255147717099,0,17.0993733213966,31.6920322291853,35.9892569382274,7.34109221128021
"161",163,2085,48.9453237410072,0,0,18.0335731414868,31.0791366906475,42.4940047961631,1.72661870503597
"162",164,23,20.3913043478261,0,0,4.34782608695652,30.4347826086957,52.1739130434783,0
"163",165,10620,26.0346516007533,0,0.141242937853107,36.5065913370998,32.391713747646,24.6704331450094,0.809792843691149
"164",166,4058,98.1394775751602,2.83390832922622,34.3518974864465,43.2971907343519,9.95564317397733,9.36421882700838,0
"165",167,8655,57.355979202773,0,0.797227036395147,18.8330444829578,31.3575967648758,40.0346620450607,2.38012709416522
"166",168,75,132.786666666667,0,0,17.3333333333333,48,32,0
"167",169,1631,58.8436541998774,0,3.2495401594114,14.77621091355,28.5714285714286,48.3752299202943,0
"168",170,65,201,0,0,33.8461538461538,40,20,0
"169",171,131,1562.5572519084,0,0,9.16030534351145,35.8778625954198,45.0381679389313,0
"170",172,1442,49.2933425797503,0,0.762829403606103,23.0929264909847,43.9667128987517,31.622746185853,0
"171",173,2996,147.759012016021,0,0,16.154873164219,39.5193591455274,42.7570093457944,0
"172",174,824,168.541262135922,0,0.121359223300971,72.9368932038835,8.49514563106796,16.868932038835,0
"173",175,4686,85.6058472044388,0,0,39.906103286385,24.5411865130175,34.1229193341869,0
"174",176,138,949.666666666667,0,2.89855072463768,45.6521739130435,42.7536231884058,5.79710144927536,0
"175",177,349,215.318051575931,5.73065902578797,0,0,0,20.6303724928367,54.7277936962751
"176",178,743,102.632570659489,0,0.134589502018843,78.1965006729475,9.42126514131898,12.1130551816958,0
"177",179,1428,303.625350140056,0.280112044817927,0,0,2.3109243697479,72.3389355742297,12.5350140056022
"178",180,667,117.179910044978,27.736131934033,0.299850074962519,0.449775112443778,1.19940029985008,30.7346326836582,29.3853073463268
"179",181,10999,89.6653332121102,0,0.236385125920538,36.5851441040095,27.7661605600509,35.0577325211383,0
"180",182,4531,31.3246523946149,0,4.94372103288457,41.2712425513132,37.320679761642,15.3608474950342,0
"181",183,52,361.153846153846,25,11.5384615384615,3.84615384615385,9.61538461538462,11.5384615384615,26.9230769230769
"182",184,9780,26.3565439672802,0,11.9836400817996,27.4233128834356,28.9468302658487,30.7157464212679,0
"183",185,9011,196.601598046832,0.643657751636888,0,0,2.35268005770725,64.2215070469426,18.3442459216513
"184",186,1442,133.615811373093,13.7309292649098,0,0,0.485436893203883,18.0305131761442,50.7628294036061
"185",187,637,258.886970172684,10.6750392464678,0,0,0.156985871271586,40.8163265306122,30.9262166405024
"186",188,2052,117.445906432749,6.77387914230019,15.5458089668616,24.0740740740741,10.8187134502924,30.3118908382066,8.57699805068226
"187",189,7,764.285714285714,0,0,28.5714285714286,42.8571428571429,0,0
"188",190,1331,198.048084147258,0.150262960180316,0,8.26446280991736,9.69196093163035,54.5454545454545,11.7205108940646
"189",191,3209,107.278591461514,0.186974135244625,0,0.0623247117482082,9.22405733873481,58.0554689934559,16.5472109691493
"190",192,16,7400,0,6.25,25,12.5,43.75,6.25
"191",193,730,58.9356164383562,0,1.23287671232877,44.2465753424658,32.4657534246575,18.7671232876712,0
"192",194,310,216.525806451613,0,0,20.3225806451613,44.1935483870968,33.5483870967742,0
"193",195,275,1279.97090909091,0,0.363636363636364,37.8181818181818,43.2727272727273,10.9090909090909,0
"194",196,2273,86.3224813022437,8.4469863616366,0,0,0.131984161900572,27.452705675319,44.3906731192257
"195",197,252,308.039682539683,0,0,0,1.19047619047619,74.2063492063492,11.1111111111111
"196",198,16,1387.1875,0,0,43.75,50,0,0
"197",199,60,224.666666666667,0,0,6.66666666666667,48.3333333333333,40,0
"198",200,242,157.487603305785,12.8099173553719,0,0,1.65289256198347,22.3140495867769,45.0413223140496
"199",201,1,400,0,100,0,0,0,0
"200",202,411,170.124087591241,25.7907542579075,0,0,0,9.97566909975669,50.3649635036496
"201",203,249,40.1244979919679,0,3.6144578313253,33.7349397590361,41.7670682730924,19.2771084337349,0
"202",204,1168,118.369006849315,0,0,17.4657534246575,19.4349315068493,47.8595890410959,4.53767123287671
"203",205,1592,92.0232412060301,0,0,14.6984924623116,39.6356783919598,43.9070351758794,0
"204",206,372,106.591397849462,0,0,12.3655913978495,44.8924731182796,42.2043010752688,0
"205",207,116,1690.50862068966,0,0,12.0689655172414,20.6896551724138,62.9310344827586,0
"206",208,2,857,0,0,50,50,0,0
"207",209,2035,69.3773955773956,0,0,46.5847665847666,20.4422604422604,32.4815724815725,0
"208",210,216,394.888888888889,0,6.94444444444444,41.6666666666667,49.0740740740741,0.925925925925926,0
"209",211,269,183.513011152416,1.48698884758364,0,0.371747211895911,0.371747211895911,27.5092936802974,43.1226765799257
"210",212,4757,43.7206222409081,0,0.126129913811226,30.4183308808072,33.9709901198234,31.1330670590708,0.210216523018709
"211",213,26,191.846153846154,0,0,38.4615384615385,46.1538461538462,11.5384615384615,0
"212",214,733,56.0068212824011,1.22783083219645,0,6.13915416098226,21.8281036834925,37.3806275579809,19.7817189631651
"213",215,4497,96.5503669112742,0,0.111185234600845,9.73982655103402,27.1291972426062,52.8796975761619,1.2897487213698
"214",216,738,633.772357723577,8.13008130081301,0,3.2520325203252,3.2520325203252,21.0027100271003,47.289972899729
"215",217,1534,142.142764015645,1.69491525423729,0.195567144719687,0,0.977835723598436,39.1134289439374,30.0521512385919
"216",218,760,143.140789473684,0.263157894736842,0,0.394736842105263,7.36842105263158,56.7105263157895,16.4473684210526
"217",219,18,507.222222222222,0,0,0,66.6666666666667,33.3333333333333,0
"218",220,18,413.611111111111,0,0,27.7777777777778,61.1111111111111,0,0
"219",221,31409,80.0167149543125,0,5.79133369416409,41.048743990576,26.750294501576,21.4874717437677,0.547613741284345
"220",222,1307,148.020657995409,0,0,18.5156847742923,38.1790359602142,42.6931905126243,0
"221",223,1606,140.940846824408,1.49439601494396,0,0,0.062266500622665,34.7447073474471,37.6712328767123
"222",224,63,2190.79365079365,0,1.58730158730159,30.1587301587302,14.2857142857143,31.7460317460317,7.93650793650794
"223",225,30,691.333333333333,0,0,16.6666666666667,66.6666666666667,10,0
"224",226,30,638.333333333333,0,0,16.6666666666667,66.6666666666667,13.3333333333333,0
"225",227,3839,43.9760354258922,0,0.026048450117218,50.5600416775202,32.5866110966397,15.889554571503,0
"226",228,401,261.683291770574,0.249376558603491,0,0,0.748129675810474,39.1521197007481,38.9027431421446
"227",229,57,147.631578947368,0,0,24.5614035087719,35.0877192982456,40.3508771929825,0
"228",230,56,185.535714285714,0,0,7.14285714285714,39.2857142857143,35.7142857142857,8.92857142857143
"229",231,910,593.694505494506,0,4.61538461538462,62.967032967033,10.7692307692308,19.3406593406593,0
"230",232,407,203.285012285012,0,0,18.9189189189189,34.3980343980344,43.2432432432432,0
"231",233,12,223.333333333333,0,0,25,66.6666666666667,8.33333333333333,0
"232",234,18817,54.3299144390711,0,0.520805654461391,46.4367327416698,27.1509804963597,25.3069033320933,0
"233",235,245,205.857142857143,0,0,22.8571428571429,42.8571428571429,34.2857142857143,0
"234",236,18045,109.410030479357,0,0,42.0448877805486,27.0379606539208,30.5403158769742,0
"235",237,29,1584.65517241379,0,0,10.3448275862069,44.8275862068966,41.3793103448276,0
"236",238,703,240.045519203414,0.42674253200569,0,0,0,39.6870554765292,38.8335704125178
"237",239,5360,135.044776119403,0,0,47.4253731343284,13.6567164179104,37.0335820895522,0.42910447761194
"238",240,3963,127.373706787787,0,0,13.7522079232904,26.9492808478425,57.4564723694171,0
"239",241,597,210.733668341709,0,9.04522613065327,31.9932998324958,48.5762144053601,9.71524288107203,0
"240",242,568,166.274647887324,1.05633802816901,0,0,11.6197183098592,39.7887323943662,30.9859154929577
"241",243,104,232.634615384615,0,0,28.8461538461538,49.0384615384615,17.3076923076923,0
"242",244,1023,39.1564027370479,0.0977517106549365,3.03030303030303,24.2424242424242,42.4242424242424,23.8514173998045,1.46627565982405
"243",245,7187,71.5451509670238,0,0.111312091275915,33.0179490747182,37.1364964519271,27.7306247391123,0.0139140114094894
"244",246,1070,479.299065420561,0,0,23.1775700934579,37.0093457943925,38.1308411214953,0
"245",247,8638,49.4719842556147,0,0,39.5114609863394,31.1298911785135,28.5482750636721,0
"246",248,26,740.384615384615,15.3846153846154,7.69230769230769,0,0,7.69230769230769,38.4615384615385
"247",249,3422,209.105493863238,0,2.80537697253068,25.83284628872,41.4962010520164,29.1642314436002,0
"248",250,240,1400.04166666667,0,3.33333333333333,12.9166666666667,28.75,53.3333333333333,0
"249",251,67,4303.65671641791,0,0,26.865671641791,29.8507462686567,34.3283582089552,1.49253731343284
"250",252,377,39.2572944297082,0,0.26525198938992,12.9973474801061,35.0132625994695,51.4588859416446,0
"251",253,150,166.066666666667,3.33333333333333,0,6.66666666666667,30,24,18
"252",254,112,178.214285714286,14.2857142857143,0,0,0,27.6785714285714,45.5357142857143
"253",255,5,7220,0,0,80,20,0,0
"254",256,1533,208.836268754077,0,15.5251141552511,39.0084801043705,36.5296803652968,6.97977821265492,0
"255",257,193,353.860103626943,0,0,18.1347150259067,47.6683937823834,32.1243523316062,0
"256",258,760,152.743421052632,0,29.4736842105263,26.4473684210526,39.4736842105263,3.28947368421053,0
"257",259,230,209.04347826087,20.4347826086957,0,0.869565217391304,3.04347826086957,43.9130434782609,24.7826086956522
"258",260,766,43.8342036553525,0,0,12.532637075718,40.3394255874674,45.4308093994778,0
"259",261,230,656.304347826087,0,0,17.3913043478261,45.6521739130435,34.7826086956522,0
"260",262,101,1478.08910891089,0.99009900990099,5.94059405940594,4.95049504950495,24.7524752475248,45.5445544554455,3.96039603960396
"261",263,30,807.666666666667,0,0,6.66666666666667,76.6666666666667,16.6666666666667,0
"262",265,414,80.5628019323672,0.72463768115942,0.241545893719807,22.7053140096618,23.1884057971014,39.6135265700483,7.2463768115942
"263",266,66,147.121212121212,0,0,34.8484848484849,53.030303030303,10.6060606060606,0
"264",267,4340,21.7658986175115,0,12.9032258064516,64.4930875576037,18.110599078341,3.70967741935484,0
"265",268,8293,88.4577354395273,0.108525262269384,0,0.024116724948752,13.2159652719161,43.0845291209454,31.11057518389
"266",269,1335,181.533333333333,7.71535580524345,0,0,0.224719101123596,30.3370786516854,40
"267",270,1062,60.9943502824859,0,19.6798493408663,21.5630885122411,52.165725047081,5.93220338983051,0
"268",271,754,94.7877984084881,2.25464190981432,0,0,2.25464190981432,41.7771883289125,34.4827586206897
"269",272,3,495,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0
"270",273,976,244.743852459016,1.74180327868852,0,1.63934426229508,9.22131147540984,56.25,16.1885245901639
"271",274,875,74.2571428571429,0,0.114285714285714,82.7428571428571,9.25714285714286,7.54285714285714,0
"272",275,2005,35.8897755610973,0,0.149625935162095,21.1471321695761,39.3017456359102,37.9052369077307,0.149625935162095
"273",276,2611,111.124090386825,0.114898506319418,0,0.15319800842589,9.91957104557641,62.5813864419762,13.9027192646496
"274",277,1207,163.658657829329,6.04805302402651,0,0.165700082850041,0,38.8566694283347,37.7796188898094
"275",278,5973,101.605725765947,0,0,28.8632178134941,20.7600870584296,45.6387075171606,0.552486187845304
"276",279,35,9911.31428571429,0,5.71428571428571,42.8571428571429,45.7142857142857,0,0
"277",280,748,162.207219251337,17.7807486631016,0.133689839572192,0,2.94117647058824,38.7700534759358,28.2085561497326
"278",281,106,656.27358490566,40.5660377358491,5.66037735849057,0,0,1.88679245283019,38.6792452830189
"279",282,1136,136.416373239437,0.616197183098592,0,0,5.98591549295775,54.137323943662,25.5281690140845
"280",283,219,172.497716894977,0.45662100456621,0,0,2.73972602739726,76.2557077625571,7.76255707762557
"281",284,5111,101.896106437096,0,0,60.2817452553316,16.7090588925846,22.5004891410683,0
"282",285,18011,56.9058908444839,0,2.54844261839987,19.3381822219755,30.3370162678363,40.7861862195325,0.305368941202598
"283",286,851,80.8848413631022,0,1.05757931844888,25.3819036427732,26.909518213866,41.5981198589894,1.41010575793185
"284",287,1156,371.18339100346,0.432525951557093,0,0,1.64359861591695,61.0726643598616,18.598615916955
"285",288,178,68.8202247191011,0,0.561797752808989,40.4494382022472,28.6516853932584,26.9662921348315,0
"286",289,590,129.703389830508,0,0.169491525423729,22.0338983050847,35.2542372881356,36.1016949152542,0
