store_id,CLUSTER,CLUSNAME,VAR1,n,avg,hour2_p,hour6_p,hour10_p,hour14_p,hour18_p,hour22_p,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8
226,1,CL9,224,30,638.33333333,0,0,16.666666667,66.666666667,13.333333333,0,-1.414070568,0.2001167111,-1.300722916,-0.801733106,1.2478442663,0.3826813912,-0.098865669,-0.009286822
227,1,CL9,225,3839,43.976035426,0,0.0260484501,50.560041678,32.586611097,15.889554572,0,-1.406958252,0.4587333778,0.3296838217,-0.936034566,-0.878170278,0.3478214267,-0.069218278,0.0309174608
229,1,CL9,227,57,147.63157895,0,0,24.561403509,35.087719298,40.350877193,0,-0.601193876,-0.751759662,-0.42783572,-0.163503739,-0.020685734,-0.176601612,0.2299360603,0.1174007098
233,1,CL9,231,12,223.33333333,0,0,25,66.666666667,8.3333333333,0,-1.637366144,0.4248197706,-1.233816115,-1.115722902,0.9662552454,0.2869645987,-0.140375148,0.0580585161
235,1,CL9,233,245,205.85714286,0,0,22.857142857,42.857142857,34.285714286,0,-0.800372823,-0.54097078,-0.590912203,-0.337566689,0.2921877134,-0.025654312,0.1563498187,0.1067072592
237,1,CL9,235,29,1584.6551724,0,0,10.344827586,44.827586207,41.379310345,0,-0.547816585,-0.768439894,-0.871345784,0.3705107298,0.7272142998,0.2649158194,0.2235498563,0.0457193839
243,1,CL9,241,104,232.63461538,0,0,28.846153846,49.038461538,17.307692308,0,-1.238680169,0.1397191445,-0.822893437,-0.770252063,0.2765736315,0.0672999905,-0.047830982,-0.044539243
244,1,CL9,242,1023,39.156402737,0.0977517107,3.0303030303,24.242424242,42.424242424,23.8514174,1.4662756598,-0.925362643,0.07043276,-0.29478549,-0.427393494,0.45428256,-0.208749207,-0.037215463,-0.019601909
246,1,CL9,244,1070,479.29906542,0,0,23.177570093,37.009345794,38.130841121,0,-0.656888305,-0.634126187,-0.337337055,-0.119498937,0.1133478977,0.0769054828,0.1892017336,0.0719997051
249,1,CL9,247,3422,209.10549386,0,2.8053769725,25.832846289,41.496201052,29.164231444,0,-0.978181155,-0.093573619,0.2033367988,-0.326127755,0.4275475292,0.1692211727,0.0667518568,0.0741179393
251,1,CL9,249,67,4303.6567164,0,0,26.865671642,29.850746269,34.328358209,1.4925373134,-0.725209408,0.036850211,-0.914108176,1.208740529,-0.472611315,0.6642232929,0.0918353449,-0.04917113
255,1,CL9,253,5,7220,0,0,80,20,0,0,-2.255723978,2.2333300565,-1.044736538,1.2242836139,-2.849072711,1.1311729988,-0.160377876,0.0416339692
257,1,CL9,255,193,353.86010363,0,0,18.134715026,47.668393782,32.124352332,0,-0.826104911,-0.498947657,-0.750897636,-0.339559789,0.607841606,0.070624732,0.1216771186,0.0546101431
261,1,CL9,259,230,656.30434783,0,0,17.391304348,45.652173913,34.782608696,0,-0.752022637,-0.564909092,-0.732443279,-0.154359752,0.5558500174,0.1109664693,0.1522237348,0.0582882367
263,1,CL9,261,30,807.66666667,0,0,6.6666666667,76.666666667,16.666666667,0,-1.387682725,-0.007990253,-1.531258294,-0.709478574,1.9099880154,0.5448919027,-0.059085563,0.0831608784
266,1,CL9,263,66,147.12121212,0,0,34.848484848,53.03030303,10.606060606,0,-1.530020062,0.4418642279,-0.899086399,-1.027304036,0.1878211973,0.0942642162,-0.110038502,0.0207279896
275,1,CL9,272,2005,35.889775561,0,0.1496259352,21.14713217,39.301745636,37.905236908,0.1496259352,-0.649312222,-0.68154044,-0.146597842,-0.296700485,0.3253928527,0.1401107593,0.1687261557,0.0790810495
279,1,CL9,276,35,9911.3142857,0,5.7142857143,42.857142857,45.714285714,0,0,-2.232834844,2.5460238853,-1.691676606,2.558405006,-0.496268193,1.5292354578,-0.203304551,-0.071659535
289,1,CL9,286,590,129.70338983,0,0.1694915254,22.033898305,35.254237288,36.101694915,0,-0.590650305,-0.616228977,-0.368152498,-0.226833979,0.1155616497,-0.095307579,0.1538202537,-0.047782411
291,1,CL9,288,90,6511.0777778,0,2.2222222222,34.444444444,44.444444444,6.6666666667,2.2222222222,-1.620896231,1.5672214854,-1.467611868,1.3569136212,-0.255432718,1.1527194162,-0.252632826,-0.150785439
295,1,CL9,292,8,828.125,0,0,25,50,12.5,0,-1.239551337,0.3388833645,-1.000685434,-0.62599051,0.4218324605,0.215031563,-0.127116542,-0.237762669
296,1,CL9,293,182,1481.8626374,0,0,16.483516484,43.406593407,35.714285714,0,-0.707715251,-0.506337156,-0.809261935,0.1871170154,0.4753443572,0.2526983711,0.158943063,0.0088336694
297,1,CL9,294,76,332.89473684,0,0,3.9473684211,53.947368421,38.157894737,0,-0.579479337,-0.882354116,-0.924233774,-0.177523479,1.314071843,0.1356741441,0.1737742704,0.0261625087
299,1,CL9,296,254,96.051181102,0,6.6929133858,31.102362205,39.37007874,21.25984252,0,-1.184358632,0.4654392721,-0.120071784,-0.224548562,0.2890643209,-0.718704321,0.0076911577,0.0425371137
300,1,CL9,297,301,241.41196013,0,0,28.239202658,46.179401993,24.584717608,0,-1.094591503,-0.124328065,-0.682818734,-0.596022713,0.208016535,0.044758413,0.0454939397,0.0620553196
307,1,CL9,304,110,270.31818182,0,0,30,59.090909091,8.1818181818,0,-1.58389314,0.4907837894,-1.061405018,-1.058659275,0.5514192513,0.2147273457,-0.146334982,-0.011026096
312,1,CL9,309,41,1656.7073171,0,2.4390243902,43.902439024,51.219512195,2.4390243902,0,-1.903451736,1.1994421196,-0.909646311,-0.558332634,-0.131018943,0.1547149095,-0.186201093,0.0444885801
313,1,CL9,310,21,697.14285714,0,0,14.285714286,42.857142857,28.571428571,4.7619047619,-0.491122565,-0.309429591,-0.823177054,-0.208785257,0.5825632643,0.1017956415,-0.142785038,-0.084158645
315,1,CL9,312,139,1255.1582734,0,0,17.985611511,68.345323741,11.510791367,0,-1.530426869,0.3619806351,-1.393224448,-0.655211856,1.2246659634,0.5506230141,-0.11413788,0.0172657473
316,1,CL9,313,13,93.461538462,0,0,30.769230769,61.538461538,7.6923076923,0,-1.654587973,0.4960341648,-1.096521185,-1.16418056,0.6034675164,0.1897324365,-0.142844001,0.054000865
320,1,CL9,317,16,10042.3125,0,0,37.5,56.25,6.25,0,-2.166411858,1.891132229,-2.254987864,2.2778244647,-0.321380175,2.2228051198,-0.118040976,0.0803018235
325,1,CL9,322,3578,206.70262717,0,0,22.442705422,31.190609279,45.025153717,0.0279485746,-0.449468589,-0.897433135,0.3250245373,-0.059127402,0.061291731,0.3084958275,0.2430950341,0.089047681
328,1,CL9,325,169,87.852071006,0,0,28.99408284,60.355029586,6.5088757396,0,-1.59644052,0.516410054,-1.068561381,-1.160404342,0.6415125124,0.207018263,-0.172126141,-0.048973087
332,1,CL9,329,130,565.15384615,0,1.5384615385,50.769230769,26.923076923,19.230769231,0.7692307692,-1.250048217,0.4773882189,-0.223807048,-0.459530134,-1.142976353,-0.315002727,-0.024288277,0.0575697206
334,1,CL9,331,59,21334.745763,0,23.728813559,38.983050847,32.203389831,1.6949152542,0,-2.766650916,5.1280782246,-1.743854192,7.9186044697,-0.324230718,2.0446878458,-0.14055611,0.0328832114
336,1,CL9,333,95,286.96842105,0,0,36.842105263,42.105263158,20,0,-1.245400294,0.1416345067,-0.638022603,-0.691302909,-0.238981682,-0.029064768,0.0024097581,0.0490325457
339,1,CL9,336,258,407.24806202,0.3875968992,0,16.666666667,45.348837209,36.434108527,0.3875968992,-0.660472068,-0.63423809,-0.686450661,-0.212346303,0.5862518029,0.0623964141,0.1995580999,0.0969153036
340,1,CL9,337,12,2313,0,0,50,50,0,0,-2.014417578,1.2730064494,-1.119998537,-0.571452115,-0.566182228,0.5058443534,-0.206090218,0.0386522698
343,1,CL9,340,4995,88.867667668,0,0.1401401401,22.062062062,33.873873874,40.44044044,0,-0.554760899,-0.726582899,0.5347658887,-0.232993816,0.2312634336,0.5270143847,0.1700788281,0.0245229489
345,1,CL9,342,1667,85.527294541,0,0.0599880024,20.575884823,60.707858428,17.216556689,0,-1.322783999,0.0573057065,-0.754458662,-0.914935982,1.0087110158,0.415270317,-0.062341988,0.0378730483
346,1,CL9,343,20,951.95,0,0,25,65,10,0,-1.61752446,0.4572213785,-1.284650281,-0.810915123,0.8755559818,0.4183028496,-0.118538695,0.0634724473
349,1,CL9,346,738,481.35365854,0,0,21.951219512,37.398373984,35.772357724,0,-0.655210147,-0.568778568,-0.435539949,-0.149302849,0.161893625,0.0428794876,0.154391024,-0.0093674
353,1,CL9,350,61,566.55737705,0,0,3.2786885246,52.459016393,39.344262295,0,-0.529008478,-0.90421467,-0.927292251,-0.049620644,1.2792223196,0.1641502484,0.1849865726,0.0057016257
354,1,CL9,351,158,272.90506329,0,0,29.746835443,39.873417722,27.848101266,0,-0.954460932,-0.225057611,-0.571656458,-0.459390244,-0.051729955,-0.054632009,0.0816974563,0.0303189409
368,1,CL9,365,214,104.14953271,0,0,39.719626168,42.523364486,15.887850467,0,-1.352799053,0.3004383943,-0.612656349,-0.865232416,-0.313106908,-0.039420516,-0.046819124,0.0194176231
369,1,CL9,366,1353,48.011825573,0,0,24.242424242,38.507021434,36.881005174,0,-0.710627401,-0.627269877,-0.255583507,-0.326511231,0.1541185961,0.0459288565,0.1753441398,0.099422068
370,1,CL9,367,196,5154.9540816,0,0.5102040816,11.224489796,25.510204082,26.020408163,0.5102040816,-0.415908105,0.2675047076,-1.067215377,1.5828090401,-0.019039171,0.8289214872,-0.061944355,-0.767912678
372,1,CL9,369,486,209.15020576,0,0.4115226337,32.9218107,53.909465021,12.139917695,0,-1.507144049,0.4063488009,-0.814839929,-0.952121781,0.3199804533,0.1397146302,-0.095251648,0.0459337829
374,1,CL9,371,429,246.5990676,0,0,31.701631702,51.748251748,15.151515152,0.2331002331,-1.38368509,0.2622449199,-0.806587647,-0.871941795,0.2672450427,0.1494145534,-0.07220807,0.0410189043
376,1,CL9,373,32,1406.25,0,0,43.75,37.5,6.25,0,-1.476581762,0.849289338,-0.783269326,-0.56295807,-0.675298099,0.1735715914,-0.180137573,-0.255526158
386,1,CL9,382,7,264.28571429,0,0,28.571428571,57.142857143,0,0,-1.57652683,0.7591620897,-1.125644979,-1.17355684,0.554403205,0.2064387822,-0.276069861,-0.307946479
389,1,CL9,385,7,14642.857143,0,0,28.571428571,42.857142857,0,0,-1.911517124,2.5776674275,-2.740985229,4.0100579927,-0.625461086,3.0882850489,-0.267747515,-0.61107299
390,1,CL9,386,5935,62.676495366,0.050547599,0,3.8247683235,38.820556024,43.959561921,3.0160067397,-0.092673597,-1.0199271,0.5149857377,-0.109696875,1.0813671899,0.7772579127,0.0427348338,-0.100849466
392,1,CL9,388,39,853.07692308,0,0,28.205128205,43.58974359,28.205128205,0,-1.027247508,-0.180364203,-0.738792621,-0.278956858,0.0834907725,0.0945476419,0.0951416299,0.0955807867
396,1,CL9,392,736,241.60733696,0,0,29.483695652,53.804347826,10.461956522,0,-1.431892571,0.4025749837,-0.835016923,-0.970014934,0.4313973169,0.237132149,-0.137050026,-0.093879047
397,1,CL9,393,200,1485.44,0,0.5,16.5,45,33.5,0.5,-0.758526568,-0.383386145,-0.819608809,0.1573104708,0.5553366608,0.2339501488,0.1132461989,0.0194641343
400,1,CL9,396,345,467.31014493,0,0,20,39.710144928,32.173913043,0,-0.690966539,-0.469309304,-0.590642635,-0.223053321,0.2963031559,0.0236415502,0.104922481,-0.09370131
406,1,CL9,402,272,102.69117647,0,0,31.25,57.352941176,6.25,0,-1.583915561,0.5531742523,-0.987236011,-1.14659799,0.469810214,0.1871081899,-0.176946539,-0.075112144
409,1,CL9,405,184,444.64673913,0,0,18.47826087,40.217391304,38.043478261,0,-0.6117494,-0.699678124,-0.588895546,-0.111073974,0.3544809895,-0.014570732,0.1875343483,0.0367236493
412,1,CL9,408,451,158.38137472,0.22172949,0,23.059866962,40.133037694,34.589800443,0,-0.723202552,-0.541959827,-0.498265776,-0.327154753,0.2124291985,-0.033707006,0.1760623126,0.0568041332
413,1,CL9,409,1258,34.733704293,0,0.8744038156,39.745627981,51.589825119,6.200317965,0,-1.677619067,0.7157230695,-0.57701791,-1.143712641,0.0691494181,0.1486860439,-0.168747355,0.0064597772
417,1,CL9,413,34,215.02941176,0,0,17.647058824,50,32.352941176,0,-0.859054187,-0.53030549,-0.803656413,-0.404272399,0.697743747,0.0440338254,0.1310992132,0.1057353685
418,1,CL9,414,12,155.08333333,0,0,0,50,33.333333333,0,-0.427968533,-0.786537949,-0.915429275,-0.243353217,1.3552432737,0.0702169822,0.0761656182,-0.292443058
422,1,CL9,418,968,240.78409091,1.3429752066,0,16.94214876,35.743801653,23.760330579,10.433884298,-0.114093884,0.0081406741,-0.521492007,-0.472784421,0.3350938928,0.1145587719,-0.306162762,-0.103174523
427,1,CL9,423,16,5990.625,0,0,6.25,43.75,50,0,-0.552923313,-0.562839712,-1.380932776,2.116846023,0.604617393,1.1655214394,0.3457000944,0.1618749727
433,1,CL9,429,279,3421.4731183,0,0.3584229391,26.523297491,34.050179211,27.598566308,0.3584229391,-0.886710226,0.1721476187,-0.859536025,0.7524517096,-0.246838859,0.5397897809,0.0450802462,-0.164941977
434,1,CL9,430,68,132.19117647,0,0,38.235294118,51.470588235,7.3529411765,0,-1.602540449,0.5946259595,-0.874093492,-1.105277001,0.0202293449,0.0758226489,-0.148908271,-0.021657115
435,1,CL9,431,69,5531.6521739,0,1.4492753623,23.188405797,43.47826087,27.536231884,1.4492753623,-1.109203154,0.501357848,-1.283714704,1.4725080056,0.1083075134,0.9659457477,0.0292951511,0.0553386526
437,1,CL9,433,86,688.01162791,0,0,3.488372093,51.162790698,38.372093023,0,-0.518311374,-0.852725859,-0.923194578,-0.012057084,1.2281565015,0.1817195323,0.1679571769,-0.046164996
438,1,CL9,434,439,123.34851936,0,0.9111617312,27.334851936,39.407744875,31.207289294,0.2277904328,-0.864669016,-0.322798245,-0.42007921,-0.369713551,0.0890573279,-0.142290529,0.1103643936,0.0787756676
439,1,CL9,435,915,74.876502732,0,0,10.382513661,58.797814208,30.273224044,0,-0.911055101,-0.544074467,-0.831917922,-0.548306966,1.2789055036,0.2693476484,0.0894473388,0.0895768229
442,1,CL9,438,3061,172.54557334,0,1.0454099967,20.483502123,37.373407383,40.574975498,0,-0.606648336,-0.696455931,0.1472943116,-0.133194616,0.371294621,0.2102974466,0.1980316776,0.1018540684
